scheme_code,scheme_name,isinGrowth,isinDivReinvestment,fund_house,is_direct_plan,is_growth_plan
100630,quant Multi Cap Fund-IDCW Option - Regular Plan,INF966L01218,INF966L01226,quant,False,False
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,INF966L01234,,quant,False,True
100638,SBI Medium to Long Duration Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01610,INF200K01628,SBI,False,False
100639,SBI Medium to Long Duration Fund-REGULAR PLAN-Growth,INF200K01594,,SBI,False,True
100640,SBI Medium to Long Duration Fund-REGULAR PLAN-Bonus,INF200K01602,,SBI,False,False
100641,SBI ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,INF200K01LJ4,,SBI,False,True
100643,SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01420,INF200K01438,SBI,False,False
100644,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01453,INF200K01461,SBI,False,False
100645,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01404,INF200K01412,SBI,False,False
100646,UTI - Unit Linked Insurance Plan,,,UTI,False,False
100648,UTI - CRTS 81 - Dividend Option,,,UTI,False,False
100650,UTI Large Cap Fund - Regular Plan - IDCW,INF189A01038,INF789F01950,UTI,False,False
100651,UTI Large Cap Fund - Regular Plan - Growth Option,INF789F01976,,UTI,False,True
100656,UTI - Master Plus Unit Scheme-Growth Option,,,UTI,False,True
100657,UTI - Master Plus Unit Scheme-Income Option,,,UTI,False,False
100663,UTI Large & Mid Cap Fund - Regular Plan - IDCW,INF189A01046,INF789F01851,UTI,False,False
100664,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,INF789F01869,,UTI,False,True
100668,UTI Flexi Cap Fund - Regular Plan - IDCW,INF189A01053,INF789F01505,UTI,False,False
100669,UTI - Flexi Cap Fund-Growth Option,INF789F01513,,UTI,False,True
100676,Benchmark Derivative Fund - Growth Plan,,,Benchmark,False,True
100678,UTI Children's Hybrid Fund - Regular Plan,INF789F1AZP2,,UTI,False,False
100682,UTI Retirement Fund - Regular Plan,INF789F1AA56,,UTI,False,False
100684,UTI Aggressive Hybrid Fund - Regular Plan - Growth,INF789F01323,,UTI,False,True
100685,UTI Aggressive Hybrid Fund - Regular Plan - IDCW,INF789F01307,INF789F01315,UTI,False,False
100711,UTI - INDEX SELECT FUND-Income Option,,,UTI,False,False
100712,UTI - INDEX SELECT FUND-Growth Option,,,UTI,False,True
100713,Grindays Fixed Maturity - 5th Plan-A-Growth,,,Grindays,False,True
100714,Grindays Fixed Maturity - 5th Plan-A-Dividend,,,Grindays,False,False
100715,DBS Chola Multi-Cap Fund-Dividend Option,,,DBS,False,False
100716,DBS Chola Multi-Cap Fund-Cumulative Option,,,DBS,False,False
100717,SBI MAGNUM DEBT FUND SERIES - 60 DAYS - 2 - DIVIDEND,,,SBI,False,False
100723,UTI MMF-Discontinued - Regular Plan -Growth,INF789F01BF5,,UTI,False,True
100724,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option,,INF789F01BD0,UTI,False,False
100725,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option,INF789F01BE8,,UTI,False,False
100739,UTI MNC Fund - Regular Plan - IDCW,INF789F01828,INF789F01836,UTI,False,False
100740,UTI - MNC Fund - Regular Plan - Growth Option,INF789F01844,,UTI,False,True
100741,UTI Medium to Long Duration Fund- Regular Plan - Growth,INF789F01406,,UTI,False,True
100742,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW,INF789F01380,INF789F01398,UTI,False,False
100748,UTI - Master Index Fund-Income Option,,,UTI,False,False
100749,UTI - Master Index Fund-Growth Option,,,UTI,False,True
100750,UTI - Master Value Fund-Income Option,,,UTI,False,False
100751,UTI - Master Value Fund-Growth Option,,,UTI,False,True
100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),,,Sundaram,False,False
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,,,Sundaram,False,True
100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,Sundaram,False,False
100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,,Sundaram,False,False
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,INF903J01IN3,,Sundaram,False,True
100785,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01HX4,INF903J01IB8,Sundaram,False,False
100786,Sundaram Corporate Bond Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW ),INF903J01HY2,INF903J01IC6,Sundaram,False,False
100787,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),INF903J01HZ9,INF903J01ID4,Sundaram,False,False
100788,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),INF903J01IA0,INF903J01IE2,Sundaram,False,False
100789,Sundaram Corporate Bond Fund Regular Plan- Growth,INF903J01HW6,,Sundaram,False,True
100790,Sundaram Corporate Bond Fund Institutional - Monthly Dividend,,,Sundaram,False,False
100791,Sundaram Corporate Bond Fund -Institutional - Quarterly Dividend,,,Sundaram,False,False
100792,Sundaram Corporate Bond Fund Institutional - Growth,,,Sundaram,False,True
100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01IO1,INF903J01IR4,Sundaram,False,False
100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01454,INF903J01462,Sundaram,False,False
100795,Sundaram Small Cap Fund Regular Plan - Growth,INF903J01470,,Sundaram,False,True
100796,Sahara Midcap Fund-Growth Plan,,,Sahara,False,True
100797,Sahara Midcap Fund-Dividend Plan,,,Sahara,False,False
100798,Sahara Midcap Fund-Auto Payout,,,Sahara,False,False
100799,Sahara Midcap Fund-Bonus,,,Sahara,False,False
100800,UTI Growth Sector Funds-UTI - GSF - Brand Value-Income Option,,,UTI,False,True
100801,UTI Growth Sector Funds-UTI - GSF - Brand Value-Growth Option,,,UTI,False,True
100802,UTI Software Fund-Growth Option,,,UTI,False,True
100803,UTI Software Fund-Income Option,,,UTI,False,False
100804,UTI Energy Fund-Income Option,,,UTI,False,False
100805,UTI Energy Fund-Growth Option,,,UTI,False,True
100806,UTI Healthcare Fund - Regular Plan - IDCW,INF789F01679,INF789F01687,UTI,False,False
100807,UTI Healthcare Fund - Regular Plan - Growth Option,INF789F01695,,UTI,False,True
100808,UTI Services Industries Fund-Income Option,,,UTI,False,False
100809,UTI Services Industries Fund-Growth Option,,,UTI,False,True
100811,UTI - G-Sec Fund-Income,,,UTI,False,False
100812,UTI - G-Sec Fund-Growth,,,UTI,False,True
100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,INF789F01588,INF789F01596,UTI,False,False
100814,UTI - Overnight  Fund - Regular Plan - Growth Option,INF789F01604,,UTI,False,True
100820,UTI ELSS Tax Saver Fund - Regular Plan - IDCW,INF789F01521,INF789F01539,UTI,False,False
100821,UTI ELSS Tax Saver Fund - Regular Plan - Growth Option,INF789F01547,,UTI,False,True
100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,INF789F01JN2,,UTI,False,True
100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,INF789F01JL6,INF789F01JM4,UTI,False,False
100828,Kotak Liquid-Regular (Dividend),,,Kotak,False,False
100829,Kotak Liquid-Regular (Growth),,,Kotak,False,True
100830,Kotak Liquid-Institutional Plan  (Growth),,,Kotak,False,True
100831,Kotak Liquid-Institutional Plan - (Daily Dividend),,,Kotak,False,False
100832,Kotak Liquid-Institutional Plan (Weekly Dividend),,,Kotak,False,False
100833,Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option,,INF174K01NL3,Kotak,False,False
100834,Kotak Liquid Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend,,,Kotak,False,False
100835,Kotak Liquid Fund - Regular Plan - Growth,INF174K01NI9,,Kotak,False,True
100836,Kotak Liquid-Sweep (Daily Dividend),,,Kotak,False,False
100837,Nippon India Liquid Fund - Retail Option - Growth Plan,INF204K01UL3,,Nippon,False,True
100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,,INF204K01UK5,NIPPON,False,False
100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,,INF204K01UJ7,NIPPON,False,False
100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,INF204K01UT6,INF204K01UU4,NIPPON,False,False
100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,INF204K01UV2,INF204K01UW0,NIPPON,False,False
100845,Reliance Liquid Fund-Cash Plan-Growth Plan,,,Reliance,False,True
100847,Reliance Liquid Fund-Cash Plan-Bonus Plan (Growth),,,Reliance,False,True
100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option,,,Reliance,False,False
100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option,,,Reliance,False,False
100851,Nippon India Liquid Fund -Growth Plan,INF204K01UN9,,Nippon,False,True
100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,,INF204K01UM1,NIPPON,False,False
100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,INF204KC1FM8,INF204K01US8,NIPPON,False,False
100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,INF204K01UO7,INF204K01UP4,NIPPON,False,False
100856,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,INF204K01EF9,,Nippon,False,True
100857,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,INF204K01EJ1,INF204K01EK9,NIPPON,False,False
100858,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,INF204K01EL7,INF204K01EM5,NIPPON,False,False
100859,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,INF204KA12N8,,Nippon,False,True
100864,LIC MF ELSS Tax Saver-Regular Plan-IDCW,INF767K01931,INF767K01949,LIC,False,False
100865,LIC MF ELSS Tax Saver-Regular Plan-Growth,INF767K01956,,LIC,False,True
100868,HDFC Liquid Fund - Growth Plan,INF179KB1HK0,,HDFC,False,True
100869,HDFC Liquid Fund-DIVIDEND,,,HDFC,False,False
100870,HDFC Liquid Fund-PREMIUM- Dividend,,,HDFC,False,False
100871,HDFC Liquid Fund-PREMIUM PLUS- Dividend,,,HDFC,False,False
100872,HDFC Liquid Fund-PREMIUM PLUS- Growth,,,HDFC,False,True
100873,HDFC Liquid Fund-PREMIUM- Growth,,,HDFC,False,True
100874,HDFC Liquid Fund - IDCW Plan Weekly,INF179KB1ID3,,HDFC,False,False
100875,HDFC Liquid Fund - IDCW Daily,,INF179KB1IC5,HDFC,False,False
100876,HDFC Liquid Fund - IDCW Monthly,INF179KB1HM6,INF179KB1HL8,HDFC,False,False
100877,HDFC Liquid Fund-Premium Plan - Dividend-Daily,,,HDFC,False,False
100878,HDFC Liquid Fund-Premium Plan - Dividend-Weekly,,,HDFC,False,False
100881,HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly,,,HDFC,False,False
100887,Principal Cash Management-Liquid Option-Dividend Plan,,,Principal,False,False
100888,Principal Cash Management-Liquid Option-Growth Plan,,,Principal,False,True
100889,Principal Cash Management-Liquid Option-Monthly Dividend,,,Principal,False,False
100890,Principal Cash Management-Liquid Option-Institutional - Weekly Dividend Plan,,,Principal,False,False
100891,Principal Cash Management-Liquid Option-Institutional - Monthly Dividend Plan,,,Principal,False,False
100892,Principal Cash Management-Liquid Option-Daily Dividend,,,Principal,False,False
100893,Principal Cash Management-Liquid Option-Institutional - Growth Plan,,,Principal,False,True
100894,Principal Cash Management-Liquid Option-Institutional - Daily Dividend Plan,,,Principal,False,False
100895,Principal Cash Management Fund - Daily Income Distribution CUM Capital Withdrawal,,,Principal,False,False
100896,Principal Cash Management Fund - Weekly Income Distribution CUM Capital Withdrawal Option,,,Principal,False,False
100897,Principal Cash Management Fund - Monthly Income Distribution CUM Capital Withdrawal Option,,,Principal,False,False
100898,Principal Cash Management Fund -Growth Option,,,Principal,False,True
100899,HDFC Children Gift Fund-Savings,,,HDFC,False,False
100900,HDFC Childrens Fund - Growth Plan,INF179KC1IY8,,HDFC,False,True
100902,Franklin Pharma Fund - Growth,,,Franklin,False,True
100906,DBS Chola Opportunities Fund-Regular Quarterly Dividend,,,DBS,False,False
100907,DBS Chola Opportunities Fund-Cumulative,,,DBS,False,False
100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01347,INF200K01354,SBI,False,False
100917,SBI MAGNUM DEBT FUND SERIES - 180 DAYS - 2 - DIVIDEND,,,SBI,False,False
100927,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01867,INF200K01875,SBI,False,False
100928,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01883,INF200K01891,SBI,False,False
100929,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01909,INF200K01917,SBI,False,False
100934,SBI MELS 95,,,SBI,False,False
100940,DSP BlackRock Liquidity Fund - Regular Plan - Growth,,,DSP,False,True
100941,DSP BlackRock Liquidity Fund - Regular Plan Weekly Dividend,,,DSP,False,False
100943,DSP BlackRock Liquidity Fund - Regular Plan - Daily Dividend,,,DSP,False,False
100948,Franklin India Conservative Hybrid Fund - Growth,INF090I01EA7,,Franklin,False,True
100949,Franklin India Conservative Hybrid Fund - Plan A - Monthly - IDCW,INF090I01EB5,INF090I01EC3,Franklin,False,False
100950,Franklin India Conservative Hybrid Fund - Plan A - Quarterly - IDCW,INF090I01ED1,INF090I01EE9,Franklin,False,False
100951,Franklin India Debt Hybrid Fund - Monthly Bonus,,,Franklin,False,False
100952,ICICI Prudential MIP - Growth,,,ICICI,False,True
100953,ICICI Prudential MIP - Dividend Monthly,,,ICICI,False,False
100954,ICICI Prudential MIP - Dividend Quarterly,,,ICICI,False,False
100955,ICICI Prudential MIP - Dividend Half Yearly,,,ICICI,False,False
100956,Aditya Birla Tax Plan 98,,,Aditya,False,False
100957,Principal Income Fund-Dividend Plan-Half Yearly,,,Principal,False,False
100958,Principal Income Fund-Dividend Plan-Quaterly,,,Principal,False,False
100960,Principal Dynamic Bond Fund - Dividend Option -Annual,,,Principal,False,False
100961,Principal Dynamic Bond Fund -Dividend Option - Quarterly,,,Principal,False,False
100962,Principal Income Fund-Growth Plan-growth,,,Principal,False,True
100963,Principal Dynamic Bond Fund - Growth Option,,,Principal,False,True
100966,Principal Multi Cap Growth Fund- Half Yearly Income Distribution CUM Capital Withdrawal Option,,,Principal,False,True
100967,Principal Multi Cap Growth Fund-Growth Option,,,Principal,False,True
100968,SBI Conservative Hybrid Fund - Regular Plan - Growth,INF200K01859,,SBI,False,True
100970,Aditya Birla Sun Life MIP - Regular Plan - Growth,,,Aditya,False,True
100971,Aditya Birla Sun Life MIP - Regular Plan - Monthly Dividend,,,Aditya,False,False
100972,Aditya Birla Sun Life MIP - Regular Plan - Monthly Payment,,,Aditya,False,False
100975,DBS Chola Liquid Fund-Regular Cumulative,,,DBS,False,False
100978,DBS Chola Liquid Fund-Daily Dividend Reinvestment Plan,,,DBS,False,False
100989,DBS Chola Liquid Fund-Cum -Institutional Plus,,,DBS,False,False
100997,HDFC Long Term Advantage Plan - IDCW Plan,,,HDFC,False,False
100998,HDFC Long Term Advantage Plan - Growth Plan,,,HDFC,False,True
100999,SBI Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01990,INF200K01AA6,SBI,False,False
101000,Tata Life Sciences & Technology Fund - Growth,,,Tata,False,True
101001,SBI GILT FUND - REGULAR PLAN - GROWTH,INF200K01982,,SBI,False,True
101002,SBI CONSTANT MATURITY 10 Year GILT FUND - REGULAR PLAN - GROWTH,INF200K01AN9,,SBI,False,True
101003,SBI Constant Maturity 10 Year Gilt Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01AO7,INF200K01AP4,SBI,False,False
101037,Franklin India Index Tax Fund,,,Franklin,False,False
101042,Tata Gilt Securities Fund -Regular Plan- Growth Option,INF277K01519,,Tata,False,True
101044,Franklin India Floating Rate Fund - IDCW ,INF090I01LN5,,Franklin,False,False
101048,Franklin India Floating Rate Fund - Growth Plan,INF090I01LM7,,Franklin,False,True
101049,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,INF277K01DN1,INF277K01535,Tata,False,False
101059,SUNDARAM GILT FUND (DIV. OPTION),,,SUNDARAM,False,False
101065,quant Mid Cap Fund - Growth Option - Regular Plan,INF966L01176,,quant,False,True
101066,quant Mid Cap Fund - IDCW Option - Regular Plan,INF966L01150,INF966L01168,quant,False,False
101069,quant Aggressive Hybrid Fund-IDCW Option - Regular Plan,INF966L01242,INF966L01259,quant,False,False
101070,quant Aggressive Hybrid Fund - Growth Option - Regular Plan,INF966L01267,,quant,False,True
101071,quant Multi Asset Allocation Fund - IDCW Option - Regular Plan,INF966L01184,INF966L01192,quant,False,False
101072,quant Multi Asset Allocation Fund-GROWTH OPTION - Regular Plan,INF966L01200,,quant,False,True
101078,JM Liquid Fund (Regular) - Daily IDCW,,INF192K01833,JM,False,False
101081,HDFC Gilt Fund-Short Term-Dividend,,,HDFC,False,False
101082,HDFC Gilt Fund-Short Term-Growth,,,HDFC,False,True
101083,HDFC Gilt Fund - Growth Plan,INF179K01756,,HDFC,False,True
101084,HDFC Gilt Fund - IDCW Plan,INF179K01772,INF179K01764,HDFC,False,False
101092,SUNDARAM GILT FUND (Growth. OPTION),,,SUNDARAM,False,True
101094,Taurus Gilt Fund-Dividend,,,Taurus,False,False
101095,Taurus Gilt Fund-Growth,,,Taurus,False,True
101098,ICICI Prudential Child Care Plan Study - Cumulative,,,ICICI,False,False
101099,Grindlays Cash Fund-Growth,,,Grindlays,False,True
101100,Grindlays Cash Fund-Dividend (Daily),,,Grindlays,False,False
101113,Taurus Short Term Income Fund- Regular Plan - Dividend Option,,,Taurus,False,False
101114,Taurus Short Term Income Fund- Regular Plan - Growth Option,,,Taurus,False,True
101116,Principal Government Securities Fund-Investment-Dividend - Half Yearly,,,Principal,False,False
101117,Principal Government Securities Fund-Dividend Option - Quarterly,,,Principal,False,False
101118,Principal Government Securities Fund-Growth,,,Principal,False,True
